fips_code,year,ru_code,ruc_label
06099,1990,2,Metro - medium population
06099,1980,2,Metro - medium population
06099,1970,3,Metro - smallest population
06101,2014_18,3,Metro - smallest population
06101,2000,3,Metro - smallest population
06101,1990,3,Metro - smallest population
06101,1980,3,Metro - smallest population
06101,1970,4,Nonmetro - urban larger pop. adjacent to metro area
06103,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
06103,2000,4,Nonmetro - urban larger pop. adjacent to metro area
06103,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
06103,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
06103,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
06105,2014_18,8,Nonmetro - rural adjacent to metro area
06105,2000,8,Nonmetro - rural adjacent to metro area
06105,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
06105,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
06105,1970,9,Nonmetro - rural not adjacent to metro area
06107,2014_18,2,Metro - medium population
06107,2000,2,Metro - medium population
06107,1990,2,Metro - medium population
06107,1980,3,Metro - smallest population
06107,1970,4,Nonmetro - urban larger pop. adjacent to metro area
06109,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
06109,2000,4,Nonmetro - urban larger pop. adjacent to metro area
06109,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
06109,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
06109,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
06111,2014_18,2,Metro - medium population
06111,2000,2,Metro - medium population
06111,1990,0,NA
06111,1980,1,Metro - largest population
06111,1970,2,Metro - medium population
06113,2014_18,1,Metro - largest population
06113,2000,1,Metro - largest population
06113,1990,0,NA
06113,1980,1,Metro - largest population
06113,1970,2,Metro - medium population
06115,2014_18,3,Metro - smallest population
06115,2000,3,Metro - smallest population
06115,1990,3,Metro - smallest population
06115,1980,3,Metro - smallest population
06115,1970,4,Nonmetro - urban larger pop. adjacent to metro area
08001,2014_18,1,Metro - largest population
08001,2000,1,Metro - largest population
08001,1990,0,NA
08001,1980,1,Metro - largest population
08001,1970,1,Metro - largest population
08003,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08003,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08003,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08003,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08003,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08005,2014_18,1,Metro - largest population
08005,2000,1,Metro - largest population
08005,1990,0,NA
08005,1980,1,Metro - largest population
08005,1970,1,Metro - largest population
08007,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08007,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08007,1990,9,Nonmetro - rural not adjacent to metro area
08007,1980,9,Nonmetro - rural not adjacent to metro area
08007,1970,9,Nonmetro - rural not adjacent to metro area
08009,2014_18,9,Nonmetro - rural not adjacent to metro area
08009,2000,9,Nonmetro - rural not adjacent to metro area
08009,1990,9,Nonmetro - rural not adjacent to metro area
08009,1980,9,Nonmetro - rural not adjacent to metro area
08009,1970,9,Nonmetro - rural not adjacent to metro area
08011,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08011,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08011,1990,9,Nonmetro - rural not adjacent to metro area
08011,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08011,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08013,2014_18,2,Metro - medium population
08013,2000,2,Metro - medium population
08013,1990,0,NA
08013,1980,1,Metro - largest population
08013,1970,1,Metro - largest population
08014,2014_18,1,Metro - largest population
08014,2000,1,Metro - largest population
08014,1990,0,NA
08014,1980,NA,NA
08014,1970,NA,NA
08015,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08015,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08015,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08015,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08015,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08017,2014_18,9,Nonmetro - rural not adjacent to metro area
08017,2000,9,Nonmetro - rural not adjacent to metro area
08017,1990,9,Nonmetro - rural not adjacent to metro area
08017,1980,9,Nonmetro - rural not adjacent to metro area
08017,1970,9,Nonmetro - rural not adjacent to metro area
08019,2014_18,1,Metro - largest population
08019,2000,1,Metro - largest population
08019,1990,8,Nonmetro - rural adjacent to metro area
08019,1980,8,Nonmetro - rural adjacent to metro area
08019,1970,8,Nonmetro - rural adjacent to metro area
08021,2014_18,9,Nonmetro - rural not adjacent to metro area
08021,2000,9,Nonmetro - rural not adjacent to metro area
08021,1990,9,Nonmetro - rural not adjacent to metro area
08021,1980,9,Nonmetro - rural not adjacent to metro area
08021,1970,9,Nonmetro - rural not adjacent to metro area
08023,2014_18,9,Nonmetro - rural not adjacent to metro area
08023,2000,9,Nonmetro - rural not adjacent to metro area
08023,1990,9,Nonmetro - rural not adjacent to metro area
08023,1980,9,Nonmetro - rural not adjacent to metro area
08023,1970,9,Nonmetro - rural not adjacent to metro area
08025,2014_18,8,Nonmetro - rural adjacent to metro area
08025,2000,8,Nonmetro - rural adjacent to metro area
08025,1990,8,Nonmetro - rural adjacent to metro area
08025,1980,8,Nonmetro - rural adjacent to metro area
08025,1970,8,Nonmetro - rural adjacent to metro area
08027,2014_18,8,Nonmetro - rural adjacent to metro area
08027,2000,8,Nonmetro - rural adjacent to metro area
08027,1990,8,Nonmetro - rural adjacent to metro area
08027,1980,8,Nonmetro - rural adjacent to metro area
08027,1970,8,Nonmetro - rural adjacent to metro area
08029,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
08029,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
08029,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08029,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08029,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08031,2014_18,1,Metro - largest population
08031,2000,1,Metro - largest population
08031,1990,0,NA
08031,1980,0,NA
08031,1970,0,NA
08033,2014_18,9,Nonmetro - rural not adjacent to metro area
08033,2000,9,Nonmetro - rural not adjacent to metro area
08033,1990,9,Nonmetro - rural not adjacent to metro area
08033,1980,9,Nonmetro - rural not adjacent to metro area
08033,1970,9,Nonmetro - rural not adjacent to metro area
08035,2014_18,1,Metro - largest population
08035,2000,1,Metro - largest population
08035,1990,1,Metro - largest population
08035,1980,1,Metro - largest population
08035,1970,1,Metro - largest population
08037,2014_18,5,Nonmetro - urban larger pop. not adjacent to metro area
08037,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
08037,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08037,1980,9,Nonmetro - rural not adjacent to metro area
08037,1970,9,Nonmetro - rural not adjacent to metro area
08039,2014_18,1,Metro - largest population
08039,2000,1,Metro - largest population
08039,1990,8,Nonmetro - rural adjacent to metro area
08039,1980,8,Nonmetro - rural adjacent to metro area
08039,1970,8,Nonmetro - rural adjacent to metro area
08041,2014_18,2,Metro - medium population
08041,2000,2,Metro - medium population
08041,1990,2,Metro - medium population
08041,1980,2,Metro - medium population
08041,1970,3,Metro - smallest population
08043,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
08043,2000,4,Nonmetro - urban larger pop. adjacent to metro area
08043,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
08043,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
08043,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
08045,2014_18,5,Nonmetro - urban larger pop. not adjacent to metro area
08045,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
08045,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08045,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08045,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08047,2014_18,1,Metro - largest population
08047,2000,1,Metro - largest population
08047,1990,8,Nonmetro - rural adjacent to metro area
08047,1980,8,Nonmetro - rural adjacent to metro area
08047,1970,1,Metro - largest population
08049,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08049,2000,8,Nonmetro - rural adjacent to metro area
08049,1990,9,Nonmetro - rural not adjacent to metro area
08049,1980,9,Nonmetro - rural not adjacent to metro area
08049,1970,8,Nonmetro - rural adjacent to metro area
08051,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08051,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08051,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08051,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08051,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08053,2014_18,9,Nonmetro - rural not adjacent to metro area
08053,2000,9,Nonmetro - rural not adjacent to metro area
08053,1990,9,Nonmetro - rural not adjacent to metro area
08053,1980,9,Nonmetro - rural not adjacent to metro area
08053,1970,9,Nonmetro - rural not adjacent to metro area
08055,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
08055,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
08055,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
08055,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
08055,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
08057,2014_18,9,Nonmetro - rural not adjacent to metro area
08057,2000,9,Nonmetro - rural not adjacent to metro area
08057,1990,9,Nonmetro - rural not adjacent to metro area
08057,1980,9,Nonmetro - rural not adjacent to metro area
08057,1970,9,Nonmetro - rural not adjacent to metro area
08059,2014_18,1,Metro - largest population
08059,2000,1,Metro - largest population
08059,1990,0,NA
08059,1980,1,Metro - largest population
08059,1970,1,Metro - largest population
08061,2014_18,9,Nonmetro - rural not adjacent to metro area
08061,2000,9,Nonmetro - rural not adjacent to metro area
08061,1990,9,Nonmetro - rural not adjacent to metro area
08061,1980,9,Nonmetro - rural not adjacent to metro area
08061,1970,9,Nonmetro - rural not adjacent to metro area
08063,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08063,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08063,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08063,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08063,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08065,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
08065,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08065,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08065,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08065,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08067,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
08067,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
08067,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08067,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08067,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08069,2014_18,2,Metro - medium population
08069,2000,2,Metro - medium population
08069,1990,3,Metro - smallest population
08069,1980,3,Metro - smallest population
08069,1970,4,Nonmetro - urban larger pop. adjacent to metro area
08071,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08071,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08071,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08071,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08071,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
08073,2014_18,8,Nonmetro - rural adjacent to metro area
08073,2000,8,Nonmetro - rural adjacent to metro area
08073,1990,8,Nonmetro - rural adjacent to metro area
08073,1980,9,Nonmetro - rural not adjacent to metro area
08073,1970,9,Nonmetro - rural not adjacent to metro area
08075,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08075,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08075,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08075,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08075,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08077,2014_18,3,Metro - smallest population
08077,2000,3,Metro - smallest population
08077,1990,5,Nonmetro - urban larger pop. not adjacent to metro area
08077,1980,5,Nonmetro - urban larger pop. not adjacent to metro area
08077,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
08079,2014_18,9,Nonmetro - rural not adjacent to metro area
08079,2000,9,Nonmetro - rural not adjacent to metro area
08079,1990,9,Nonmetro - rural not adjacent to metro area
08079,1980,9,Nonmetro - rural not adjacent to metro area
08079,1970,9,Nonmetro - rural not adjacent to metro area
08081,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08081,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08081,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08081,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08081,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08083,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
08083,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
08083,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08083,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08083,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08085,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
08085,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08085,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08085,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08085,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08087,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
08087,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
08087,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
08087,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08087,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
08089,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
08089,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
08089,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
08089,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
08089,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
08091,2014_18,9,Nonmetro - rural not adjacent to metro area
08091,2000,9,Nonmetro - rural not adjacent to metro area
08091,1990,9,Nonmetro - rural not adjacent to metro area
08091,1980,9,Nonmetro - rural not adjacent to metro area
08091,1970,9,Nonmetro - rural not adjacent to metro area
08093,2014_18,1,Metro - largest population
08093,2000,1,Metro - largest population
08093,1990,8,Nonmetro - rural adjacent to metro area
08093,1980,8,Nonmetro - rural adjacent to metro area
08093,1970,8,Nonmetro - rural adjacent to metro area
08095,2014_18,9,Nonmetro - rural not adjacent to metro area
08095,2000,9,Nonmetro - rural not adjacent to metro area
08095,1990,9,Nonmetro - rural not adjacent to metro area
08095,1980,9,Nonmetro - rural not adjacent to metro area
08095,1970,9,Nonmetro - rural not adjacent to metro area
08097,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08097,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08097,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08097,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08097,1970,9,Nonmetro - rural not adjacent to metro area
08099,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08099,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08099,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08099,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08099,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08101,2014_18,3,Metro - smallest population
08101,2000,3,Metro - smallest population
08101,1990,3,Metro - smallest population
08101,1980,3,Metro - smallest population
08101,1970,3,Metro - smallest population
08103,2014_18,9,Nonmetro - rural not adjacent to metro area
08103,2000,9,Nonmetro - rural not adjacent to metro area
08103,1990,9,Nonmetro - rural not adjacent to metro area
08103,1980,9,Nonmetro - rural not adjacent to metro area
08103,1970,9,Nonmetro - rural not adjacent to metro area
08105,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08105,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08105,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08105,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08105,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
08107,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08107,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08107,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08107,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08107,1970,9,Nonmetro - rural not adjacent to metro area
08109,2014_18,9,Nonmetro - rural not adjacent to metro area
08109,2000,9,Nonmetro - rural not adjacent to metro area
08109,1990,9,Nonmetro - rural not adjacent to metro area
08109,1980,9,Nonmetro - rural not adjacent to metro area
08109,1970,9,Nonmetro - rural not adjacent to metro area
08111,2014_18,9,Nonmetro - rural not adjacent to metro area
08111,2000,9,Nonmetro - rural not adjacent to metro area
08111,1990,9,Nonmetro - rural not adjacent to metro area
08111,1980,9,Nonmetro - rural not adjacent to metro area
08111,1970,9,Nonmetro - rural not adjacent to metro area
08113,2014_18,9,Nonmetro - rural not adjacent to metro area
08113,2000,9,Nonmetro - rural not adjacent to metro area
08113,1990,9,Nonmetro - rural not adjacent to metro area
08113,1980,9,Nonmetro - rural not adjacent to metro area
08113,1970,9,Nonmetro - rural not adjacent to metro area
08115,2014_18,9,Nonmetro - rural not adjacent to metro area
08115,2000,9,Nonmetro - rural not adjacent to metro area
08115,1990,9,Nonmetro - rural not adjacent to metro area
08115,1980,9,Nonmetro - rural not adjacent to metro area
08115,1970,9,Nonmetro - rural not adjacent to metro area
08117,2014_18,5,Nonmetro - urban larger pop. not adjacent to metro area
08117,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08117,1990,9,Nonmetro - rural not adjacent to metro area
08117,1980,9,Nonmetro - rural not adjacent to metro area
08117,1970,9,Nonmetro - rural not adjacent to metro area
08119,2014_18,2,Metro - medium population
08119,2000,2,Metro - medium population
08119,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
08119,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
08119,1970,3,Metro - smallest population
08121,2014_18,9,Nonmetro - rural not adjacent to metro area
08121,2000,9,Nonmetro - rural not adjacent to metro area
08121,1990,9,Nonmetro - rural not adjacent to metro area
08121,1980,9,Nonmetro - rural not adjacent to metro area
08121,1970,9,Nonmetro - rural not adjacent to metro area
08123,2014_18,2,Metro - medium population
08123,2000,3,Metro - smallest population
08123,1990,3,Metro - smallest population
08123,1980,3,Metro - smallest population
08123,1970,4,Nonmetro - urban larger pop. adjacent to metro area
08125,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
08125,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
08125,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
08125,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
08125,1970,9,Nonmetro - rural not adjacent to metro area
09001,2014_18,2,Metro - medium population
09001,2000,2,Metro - medium population
09001,1990,2,Metro - medium population
09001,1980,2,Metro - medium population
09001,1970,2,Metro - medium population
09003,2014_18,1,Metro - largest population
09003,2000,1,Metro - largest population
09003,1990,0,NA
09003,1980,0,NA
09003,1970,0,NA
09005,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
09005,2000,4,Nonmetro - urban larger pop. adjacent to metro area
09005,1990,4,Nonmetro - urban larger pop. adjacent to metro area
09005,1980,4,Nonmetro - urban larger pop. adjacent to metro area
09005,1970,4,Nonmetro - urban larger pop. adjacent to metro area
09007,2014_18,1,Metro - largest population
09007,2000,1,Metro - largest population
09007,1990,1,Metro - largest population
09007,1980,1,Metro - largest population
09007,1970,1,Metro - largest population
09009,2014_18,2,Metro - medium population
09009,2000,2,Metro - medium population
09009,1990,2,Metro - medium population
09009,1980,2,Metro - medium population
09009,1970,2,Metro - medium population
09011,2014_18,2,Metro - medium population
09011,2000,2,Metro - medium population
09011,1990,2,Metro - medium population
09011,1980,3,Metro - smallest population
09011,1970,3,Metro - smallest population
09013,2014_18,1,Metro - largest population
09013,2000,1,Metro - largest population
09013,1990,1,Metro - largest population
09013,1980,1,Metro - largest population
09013,1970,1,Metro - largest population
09015,2014_18,2,Metro - medium population
09015,2000,4,Nonmetro - urban larger pop. adjacent to metro area
09015,1990,4,Nonmetro - urban larger pop. adjacent to metro area
09015,1980,4,Nonmetro - urban larger pop. adjacent to metro area
09015,1970,4,Nonmetro - urban larger pop. adjacent to metro area
10001,2014_18,3,Metro - smallest population
10001,2000,3,Metro - smallest population
10001,1990,3,Metro - smallest population
10001,1980,4,Nonmetro - urban larger pop. adjacent to metro area
10001,1970,4,Nonmetro - urban larger pop. adjacent to metro area
10003,2014_18,1,Metro - largest population
10003,2000,1,Metro - largest population
10003,1990,2,Metro - medium population
10003,1980,2,Metro - medium population
10003,1970,2,Metro - medium population
10005,2014_18,2,Metro - medium population
10005,2000,4,Nonmetro - urban larger pop. adjacent to metro area
10005,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
10005,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
10005,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
11001,2014_18,1,Metro - largest population
11001,2000,1,Metro - largest population
11001,1990,0,NA
11001,1980,0,NA
11001,1970,0,NA
12001,2014_18,2,Metro - medium population
12001,2000,3,Metro - smallest population
12001,1990,3,Metro - smallest population
12001,1980,3,Metro - smallest population
12001,1970,3,Metro - smallest population
12003,2014_18,1,Metro - largest population
12003,2000,1,Metro - largest population
12003,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
12003,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12003,1970,2,Metro - medium population
12005,2014_18,3,Metro - smallest population
12005,2000,3,Metro - smallest population
12005,1990,3,Metro - smallest population
12005,1980,3,Metro - smallest population
12005,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
12007,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12007,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12007,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
12007,1980,3,Metro - smallest population
12007,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
12009,2014_18,2,Metro - medium population
12009,2000,2,Metro - medium population
12009,1990,2,Metro - medium population
12009,1980,2,Metro - medium population
12009,1970,3,Metro - smallest population
12011,2014_18,1,Metro - largest population
12011,2000,1,Metro - largest population
12011,1990,0,NA
12011,1980,0,NA
12011,1970,2,Metro - medium population
12013,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12013,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12013,1990,8,Nonmetro - rural adjacent to metro area
12013,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12013,1970,9,Nonmetro - rural not adjacent to metro area
12015,2014_18,3,Metro - smallest population
12015,2000,3,Metro - smallest population
12015,1990,3,Metro - smallest population
12015,1980,4,Nonmetro - urban larger pop. adjacent to metro area
12015,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
12017,2014_18,3,Metro - smallest population
12017,2000,4,Nonmetro - urban larger pop. adjacent to metro area
12017,1990,4,Nonmetro - urban larger pop. adjacent to metro area
12017,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12017,1970,9,Nonmetro - rural not adjacent to metro area
12019,2014_18,1,Metro - largest population
12019,2000,1,Metro - largest population
12019,1990,2,Metro - medium population
12019,1980,2,Metro - medium population
12019,1970,2,Metro - medium population
12021,2014_18,2,Metro - medium population
12021,2000,2,Metro - medium population
12021,1990,3,Metro - smallest population
12021,1980,4,Nonmetro - urban larger pop. adjacent to metro area
12021,1970,4,Nonmetro - urban larger pop. adjacent to metro area
12023,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
12023,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12023,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
12023,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12023,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
12027,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12027,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12027,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
12027,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12027,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
12029,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12029,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12029,1990,9,Nonmetro - rural not adjacent to metro area
12029,1980,9,Nonmetro - rural not adjacent to metro area
12029,1970,9,Nonmetro - rural not adjacent to metro area
12031,2014_18,1,Metro - largest population
12031,2000,1,Metro - largest population
12031,1990,2,Metro - medium population
12031,1980,2,Metro - medium population
12031,1970,2,Metro - medium population
12033,2014_18,2,Metro - medium population
12033,2000,2,Metro - medium population
12033,1990,2,Metro - medium population
12033,1980,2,Metro - medium population
12033,1970,3,Metro - smallest population
12035,2014_18,2,Metro - medium population
12035,2000,4,Nonmetro - urban larger pop. adjacent to metro area
12035,1990,2,Metro - medium population
12035,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12035,1970,8,Nonmetro - rural adjacent to metro area
12037,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12037,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12037,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
12037,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
12037,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
12039,2014_18,2,Metro - medium population
12039,2000,2,Metro - medium population
12039,1990,3,Metro - smallest population
12039,1980,3,Metro - smallest population
12039,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
12041,2014_18,2,Metro - medium population
12041,2000,3,Metro - smallest population
12041,1990,8,Nonmetro - rural adjacent to metro area
12041,1980,8,Nonmetro - rural adjacent to metro area
12041,1970,8,Nonmetro - rural adjacent to metro area
12043,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12043,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12043,1990,8,Nonmetro - rural adjacent to metro area
12043,1980,8,Nonmetro - rural adjacent to metro area
12043,1970,9,Nonmetro - rural not adjacent to metro area
12045,2014_18,3,Metro - smallest population
12045,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12045,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
12045,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12045,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
12047,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12047,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12047,1990,9,Nonmetro - rural not adjacent to metro area
12047,1980,9,Nonmetro - rural not adjacent to metro area
12047,1970,9,Nonmetro - rural not adjacent to metro area
12049,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
12049,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
12049,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
12049,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12049,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
12051,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
12051,2000,4,Nonmetro - urban larger pop. adjacent to metro area
12051,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
12051,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
12051,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
12053,2014_18,1,Metro - largest population
12053,2000,1,Metro - largest population
